id_05_00000000.wav,19.210243
id_05_00000001.wav,21.905518
id_05_00000002.wav,15.488059
id_05_00000003.wav,25.553871
id_05_00000004.wav,23.92408
id_05_00000005.wav,23.016483
id_05_00000006.wav,21.36286
id_05_00000007.wav,32.639904
id_05_00000008.wav,20.597445
id_05_00000009.wav,14.999542
id_05_00000010.wav,22.9893
id_05_00000011.wav,23.047768
id_05_00000012.wav,29.072403
id_05_00000013.wav,12.120764
id_05_00000014.wav,24.396215
id_05_00000015.wav,12.958377
id_05_00000016.wav,13.185066
id_05_00000017.wav,27.878284
id_05_00000018.wav,27.570278
id_05_00000019.wav,17.989405
id_05_00000020.wav,25.990185
id_05_00000021.wav,36.189583
id_05_00000022.wav,33.829796
id_05_00000023.wav,26.409445
id_05_00000024.wav,11.617711
id_05_00000025.wav,23.88966
id_05_00000026.wav,24.698853
id_05_00000027.wav,23.529045
id_05_00000028.wav,26.329006
id_05_00000029.wav,25.343775
id_05_00000030.wav,19.446957
id_05_00000031.wav,37.308052
id_05_00000032.wav,24.657759
id_05_00000033.wav,12.857044
id_05_00000034.wav,16.738262
id_05_00000035.wav,25.38177
id_05_00000036.wav,17.001411
id_05_00000037.wav,11.781721
id_05_00000038.wav,19.661188
id_05_00000039.wav,31.553846
id_05_00000040.wav,27.080084
id_05_00000041.wav,19.951757
id_05_00000042.wav,19.227427
id_05_00000043.wav,30.012766
id_05_00000044.wav,20.115604
id_05_00000045.wav,30.27929
id_05_00000046.wav,32.011864
id_05_00000047.wav,20.31894
id_05_00000048.wav,20.368065
id_05_00000049.wav,26.359592
id_05_00000050.wav,29.732082
id_05_00000051.wav,19.669151
id_05_00000052.wav,16.160078
id_05_00000053.wav,14.455939
id_05_00000054.wav,17.655233
id_05_00000055.wav,15.670905
id_05_00000056.wav,21.69463
id_05_00000057.wav,21.916239
id_05_00000058.wav,18.164179
id_05_00000059.wav,13.26849
id_05_00000060.wav,14.891385
id_05_00000061.wav,28.190937
id_05_00000062.wav,19.775864
id_05_00000063.wav,14.769776
id_05_00000064.wav,4.947283
id_05_00000065.wav,23.799578
id_05_00000066.wav,28.417032
id_05_00000067.wav,35.72463
id_05_00000068.wav,18.436642
id_05_00000069.wav,33.967735
id_05_00000070.wav,23.212631
id_05_00000071.wav,24.410187
id_05_00000072.wav,16.062363
id_05_00000073.wav,23.929619
id_05_00000074.wav,18.359243
id_05_00000075.wav,28.155548
id_05_00000076.wav,25.365707
id_05_00000077.wav,14.128313
id_05_00000078.wav,13.40219
id_05_00000079.wav,20.302328
id_05_00000080.wav,7.758102
id_05_00000081.wav,22.446781
id_05_00000082.wav,12.310785
id_05_00000083.wav,20.660978
id_05_00000084.wav,30.69318
id_05_00000085.wav,23.246628
id_05_00000086.wav,18.685635
id_05_00000087.wav,24.306208
id_05_00000088.wav,20.30162
id_05_00000089.wav,23.88985
id_05_00000090.wav,21.868069
id_05_00000091.wav,21.920393
id_05_00000092.wav,15.164289
id_05_00000093.wav,31.597744
id_05_00000094.wav,24.285475
